Latitude,Longitude,Date,OSM,Forest,Precipitation1,Precipitation2,Damage,Dams,Output_Label
30.9703,-96.2732,04/2009/28,6,0,143.3,30.2,0,15.52862989,1
38.8202,-87.2448,04/2009/6,16,0,1.8,16.8,10000,10.0762861,1
29.6308,-95.5206,04/2009/28,219,0,8.6,6.1,0,30.12582981,1
31.1982,-89.1692,04/2009/13,16,0,45.8,15,15000000,21.52062064,1
39.64,-87.26,05/2009/27,5,0,11,3.5,200000,36.27914131,1
29.5681,-95.0235,04/2009/24,545,0,3.4,0,15000,18.71478348,1
31.42,-89.175,04/2009/12,15,0,15,0,1000000,30.91126095,1
38.1238,-89.1019,05/2009/8,9,0,84.9,0,400000,45.69460133,1
39.8621,-86.1788,04/2009/6,163,0,5.2,49.2,10000,15.09279242,1
29.5264,-95.2578,04/2009/24,99,0,3.4,0,0,11.39246627,1
30.8398,-84.8879,04/2009/13,5,0,123.6,0,1000,39.13578247,1
37.006,-97.1672,04/2009/27,2,0,7.2,22.3,0,14.79846708,1
29.9079,-96.5685,04/2009/17,10,0,35,6.3,200000,34.15076907,1
31.778,-89.364,04/2009/12,8,0,12.8,0,5000,15.69645443,1
39.0235,-76.902,05/2009/26,250,0,36.8,16.6,500000,68.94857074,1
39.1137,-76.8198,05/2009/26,264,0,42.4,23.8,0,10.86685247,1
39.2332,-95.9266,04/2009/26,17,0,26.8,15.1,0,4.941950442,1
39.0522,-95.6811,04/2009/26,211,0,24.9,11.5,0,44.69428028,1
35.6362,-90.7142,04/2009/28,2,0,51.2,13.4,0,22.46277429,1
41.5168,-85.1873,03/2009/10,7,0,74.6,0.5,1000,12.91804654,1
29.9198,-94.2747,04/2009/18,18,0,9.2,4.9,300000,22.98016338,1
30.2549,-93.3975,04/2009/18,3,0,19.2,22.3,20000,43.26788208,1
41.8807,-79.1912,05/2009/28,12,0,21.8,3.9,5000,61.00275576,1
36.78,-90.1,12/2009/24,1,0,61.3,4.9,5000,16.40365346,1
39.4707,-80.1494,05/2009/4,8,0,46.3,17.9,0,23.42908075,1
39.66,-79.64,05/2009/4,65,0,44.3,18.6,100000,20.23926954,1
39.53,-79.6,05/2009/4,0,0,65.4,20.8,15000,19.53483185,1
47.23,-98.43,04/2009/1,3,0,4.7,23.1,10000,18.19539103,1
41.97,-78.5721,05/2009/28,8,0,26.1,10.1,5000,32.44544794,1
40.4,-78.057,05/2009/28,18,0,26.2,0.8,10000,38.3972257,1
40.33,-77.538,05/2009/29,9,0,26.5,32.6,250000,5.653004021,1
48.98,-97.12,04/2009/1,8,0,6.3,14.9,0,41.46633318,1
48.15,-97.03,04/2009/1,1,0,4.7,16.5,5000,63.06071679,1
47.12,-96.16,04/2009/1,5,0,4.8,31.5,5000,78.03536119,1
46.61,-96.24,04/2009/1,5,0,1.6,28.5,5000,29.96730248,1
46.09,-96.25,04/2009/6,3,0,1.6,2,5000,13.04394134,1
42.6407,-92.5518,05/2009/29,7,0,0,0.1,5000,24.05459862,1
62.7899,-143.7664,05/2009/6,8,-1,19.2,5.6,10000,123.9697491,1
61.7926,-157.3366,05/2009/3,0,-1,0.1,0.8,500000,433.5844648,1
61.8515,-158.147,05/2009/3,0,-1,0.1,0.8,110000,519.7598804,1
46.26,-97.98,04/2009/1,1,0,3.4,30.2,15000,547.6932197,1
48.52,-97.11,04/2009/1,4,0,6.7,16.9,5000,55.03052333,1
48.98,-99.49,04/2009/10,0,0,0,0,5000,78.65542884,1
47.48,-96.83,04/2009/1,3,0,2.4,23,5000,63.28724956,1
47.13,-96.77,04/2009/1,2,0,1.7,25.8,5000,56.69687677,1
40.7909,-91.1075,04/2009/30,93,0,33.9,0.8,5000,75.94518805,1
41.4942,-90.6183,04/2009/1,30,0,0.2,9.7,10000,84.37751871,1
61.6904,-157.1917,05/2009/3,1,-1,0.1,0.8,0,72.91189707,1
32.0392,-102.058,04/2009/11,103,0,3.8,0,3000,506.1137182,1
31.8357,-102.4435,04/2009/11,110,0,3.7,0,0,45.10079425,1
40.3405,-77.1969,05/2009/29,5,0,30,29.8,0,87.83955075,1
41.2112,-92.9318,05/2009/14,15,0,0.1,21.3,15000,40.78619777,1
40.9691,-93.2575,05/2009/15,4,0,60.7,0.1,10000,18.14867988,1
48.98,-98.94,04/2009/10,17,0,0,0,10000,35.11913296,1
46.61,-97.24,04/2009/1,4,0,3.8,25.6,5000,79.41551794,1
41.0212,-85.7319,03/2009/10,13,0,43,0,5000,66.53813343,1
40.8436,-93.1129,05/2009/15,4,0,66.3,0.1,150000,24.34789897,1
40.7513,-94.6431,05/2009/15,6,0,35.3,0,10000,19.52346806,1
42.5589,-92.5583,05/2009/28,15,0,0,42.7,10000,34.55484208,1
31.2201,-81.8701,04/2009/5,15,0,3,0,0,117.6140536,1
40.33,-77.538,05/2009/28,9,0,32.6,1.5,0,190.4965295,1
40.1812,-77.4831,05/2009/28,16,0,21.7,0.6,50000,41.46633318,1
42.5485,-92.5152,05/2009/30,2,0,0.1,0,5000,52.66776376,1
41.4888,-92.8635,05/2009/29,3,0,0,0.1,0,114.3436707,1
48.16,-96.48,04/2009/10,1,0,0,0,5000,16.51866911,1
48.97,-96.37,04/2009/10,0,0,0,0.2,5000,39.11531765,1
41.7019,-87.8511,03/2009/10,46,0,41.1,0.1,5000,8.536760378,1
42.0462,-88.2065,04/2009/26,19,0,7,22.2,0,50.3133129,1
41.4021,-86.6893,03/2009/10,10,0,39,0.6,0,63.18747946,1
41.7365,-84.8474,03/2009/10,10,0,68.7,0.1,1000000,55.0847609,1
41.4595,-86.1112,03/2009/10,6,0,53.7,0.7,500000,13.8160551,1
40.1812,-77.4831,05/2009/29,16,0,23.8,21.7,300000,23.19272016,1
32.72,-102.6586,04/2009/11,1986,0,13.6,0,0,52.66776376,1
41.5081,-87.0969,04/2009/5,36,0,29.2,0,0,111.6342505,1
62.9565,-155.585,05/2009/7,1,-1,0,1.3,0,82.30092413,1
30.8,-83.03,04/2009/5,4,0,1.3,0,60000,606.369824,1
61.581,-158.7634,05/2009/3,0,-1,0,0.2,0,145.7139179,1
39.6382,-79.9798,05/2009/4,143,0,43.7,17.4,0,542.7287931,1
39.7461,-79.9025,05/2009/4,11,0,43.7,17.4,75000,13.8597332,1
40.2,-79.92,05/2009/5,116,0,2.3,4.2,10000,5.088343931,1
46.61,-98.01,04/2009/1,1,0,3.4,25.5,150000,46.59732625,1
46.6,-96.6,04/2009/6,0,0,0.6,1.5,5000,47.6994602,1
47.49,-96.04,04/2009/6,0,0,2.6,2,5000,40.33077412,1
47.95,-96.33,04/2009/10,0,0,0,0,5000,21.8226749,1
61.6136,-159.7508,05/2009/3,0,-1,0,0.2,5000,33.84378257,1
61.5162,-160.5199,05/2009/6,0,-1,0,0.2,100000,579.9137673,1
60.9546,-161.2463,05/2009/7,0,-1,0,0,500000,601.4781539,1
62.3363,-150.1708,05/2009/3,0,-1,0.2,0,2600000,593.0893651,1
40.7793,-86.7607,03/2009/11,5,0,11,38.9,400000,544.4639199,1
45.039,-102.958,04/2009/12,0,0,1.3,1,1000000,0.412797391,1
45.468,-102.005,04/2009/12,10,0,9.8,0,0,65.95963165,1
47.66,-103,03/2009/6,2,0,0,2.8,0,35.05099774,1
40.5,-75.85,05/2009/23,23,0,5.3,0,70000,89.09685947,1
41.03,-84.08,03/2009/10,376,0,21.4,0.7,0,20.35285137,1
47.84,-99.27,04/2009/10,1,0,0,0,0,34.61841719,1
31.32,-99.2,04/2009/27,3,0,18.4,5.4,5000,49.75752055,1
31.33,-99.6,04/2009/27,3,0,24.1,5.4,0,26.8706005,1
31.1355,-99.3144,04/2009/27,12,0,18.4,5.4,0,20.24899572,1
38.8202,-87.2448,04/2009/30,16,0,22.1,9.3,0,6.919663553,1
30.51,-100.9,04/2009/27,6,0,23.9,2.8,0,30.12582981,1
30.49,-99.45,04/2009/27,3,0,23.9,5.2,0,101.9243835,1
30.65,-100.26,04/2009/27,6,0,23.9,2.8,0,72.39568026,1
45.432,-103.044,04/2009/14,0,0,1,0.1,0,83.67568112,1
45.455,-102.951,04/2009/14,3,0,1,0.1,0,63.11149946,1
44.3514,-68.9509,04/2009/6,18,0,10.8,3.7,0,62.91705339,1
43.77,-100.57,04/2009/10,3,0,0,0.7,619000,19.50223946,1
44.7738,-69.7071,04/2009/4,217,0,11.9,16.5,0,77.54075238,1
45.94,-102.943,04/2009/12,0,0,3,0.1,0,1.605137421,1
48.53,-98.95,04/2009/10,1,0,0,0,0,24.06341685,1
34.37,-101.75,04/2009/16,6,0,24.4,0,5000,32.13612153,1
38.22,-82.85,05/2009/8,3,0,8.4,3.1,500000,34.42547569,1
30.4956,-92.4426,04/2009/18,9,0,5.8,7.3,15000,12.2356792,1
30.8552,-93.2877,04/2009/18,18,0,33.9,20,0,27.61399227,1
47.31,-103.58,03/2009/6,2,0,0,2.8,3000,23.06454018,1
30.67,-100.36,04/2009/27,6,0,23.9,2.8,50000,75.23592133,1
34.5482,-92.3614,05/2009/9,43,0,27.9,0.7,0,79.14403128,1
34.5174,-92.3957,05/2009/9,29,0,27.9,0.7,0,36.1976518,1
30.8762,-84.082,03/2009/31,17,0,49.2,0,0,38.63774644,1
48.35,-99.81,04/2009/10,1,0,0,0,0,76.38844956,1
46.27,-104.03,03/2009/6,7,0,0,1.7,5000,47.45367824,1
47.93,-104.01,03/2009/6,9,0,0.1,1.7,37000,68.24253004,1
46.97,-103.19,03/2009/6,5,0,0,1.8,94000,65.15993371,1
32.7342,-82.5165,04/2009/2,4,0,25.2,9,30000,29.7348269,1
31.745,-89.708,04/2009/12,5,0,15,0,70000,78.38008861,1
36.4791,-99.7491,04/2009/26,4,0,15.1,6,200000,63.9181027,1
44.63,-98.339,04/2009/1,8,0,1.5,45.9,0,18.21774027,1
32.82,-83.79,04/2009/2,31,0,36,8.6,0,95.61538707,1
40.1024,-75.4645,05/2009/7,128,0,10.4,4.5,30000,1.928449777,1
47.57,-99.24,04/2009/1,4,0,9,14.2,0,17.69871342,1
31.78,-87.73,04/2009/12,4,0,2.3,0.6,555000,45.08334771,1
44.4697,-69.6876,04/2009/7,28,0,27.3,18.1,50000,108.890333,1
44.316,-69.7728,04/2009/7,1231,0,24.4,20.3,0,8.373657287,1
40.6705,-78.807,06/2009/20,3,0,11.2,0,0,10.35370937,1
42.22,-71.22,05/2009/24,533,0,7.6,4.5,0,22.55096455,1
42.1107,-70.8886,05/2009/24,79,0,7.9,4.1,0,13.86306514,1
39.87,-76.87,06/2009/10,16,0,2.8,7,0,33.32950267,1
39.88,-77.63,06/2009/10,8,0,1,11.2,200000,7.227146744,1
34.6711,-98.9587,04/2009/29,8,0,10.9,0.5,0,64.09259089,1
34.3923,-99.0185,04/2009/29,96,0,19.1,1.4,0,9.027076355,1
36.39,-98.09,04/2009/26,48,0,19.4,6.6,0,18.28882045,1
27.1114,-99.4237,04/2009/17,5,0,4.1,1,0,39.9714567,1
34.7048,-98.9575,04/2009/29,10,0,10.9,0.5,1000,46.8959261,1
34.2783,-98.1086,04/2009/29,3,0,28.2,0.5,0,5.643417208,1
34.3726,-97.9605,04/2009/29,7,0,53.6,0.4,0,6.438571,1
42.9839,-103.87,07/2009/2,2,0,0.2,0.1,0,17.1622786,1
36.43,-99.39,04/2009/26,93,0,12.8,9.6,0,52.49231296,1
36.93,-94.9786,04/2009/28,2,0,11.7,41.6,0,20.68061071,1
36.8611,-95.5966,04/2009/29,5,0,9.5,0,0,51.40520338,1
40.47,-75.1,05/2009/7,3,0,7.8,2.2,0,33.59179353,1
40.2685,-75.4587,05/2009/7,19,0,13.2,2.2,0,7.351665358,1
36.8,-97.28,04/2009/26,84,0,30.2,4.8,0,8.410231228,1
36.94,-97.34,04/2009/26,36,0,30.2,4.8,0,24.33801871,1
36.36,-98.47,04/2009/26,6,0,16.6,6.1,0,37.13710498,1
42.4751,-82.8877,06/2009/25,360,0,7.1,0,0,32.71480605,1
39.6085,-78.7715,05/2009/23,20,0,0.7,0,0,53.99346921,1
48.45,-101.85,04/2009/1,1,0,0.3,0,0,32.94630297,1
47.84,-100.01,04/2009/1,1,0,8.5,5.8,488000,20.16595133,1
47.31,-99.43,04/2009/1,1,0,6.9,18.6,2400000,79.16160759,1
43.827,-98.0814,04/2009/1,1,0,0,8.4,502000,43.54623635,1
31.631,-90.002,04/2009/12,8,0,23.1,0,0,10.2790918,1
46.62,-101.99,04/2009/1,2,0,0,1.1,500000,64.67540703,1
43.7345,-97.95,04/2009/1,17,0,0,8.4,100000,13.8309942,1
43.4814,-97.8846,04/2009/1,2,0,0.7,30.7,0,6.315654295,1
43.1503,-97.6683,04/2009/5,2,0,11.2,22,0,31.29513144,1
46.25,-102.96,04/2009/1,4,0,0,1.2,0,36.59221208,1
48.98,-101.44,04/2009/1,5,0,0.3,0,42000,37.2494032,1
37.4728,-97.1741,04/2009/27,6,0,18.9,32.3,191000,57.85049155,1
48.52,-100.19,04/2009/1,3,0,9.1,1,200000,28.06294743,1
48.99,-100.13,04/2009/1,0,0,7.1,0.1,271000,40.99854739,1
45.99,-101.97,04/2009/1,1,0,0,4.4,145000,16.92897808,1
46.61,-102.9,04/2009/1,3,0,0,1.1,166000,32.11675901,1
47.31,-100.07,04/2009/1,4,0,8.5,5.8,193000,29.11530701,1
46.62,-99.02,04/2009/1,2,0,4.7,23.1,1300000,89.99644823,1
46.62,-99.9,04/2009/1,5,0,0.8,4.9,123000,42.03579451,1
48.6,-101.03,04/2009/1,0,0,0.3,0,50000,95.47197659,1
35.949,-94.97,04/2009/18,92,0,12.1,0.2,152000,22.49930544,1
47.31,-100.72,04/2009/1,2,0,0.7,1.8,10000,25.17952028,1
46.27,-99.86,04/2009/1,2,0,0.8,4.9,558000,45.52969534,1
47.83,-102.25,04/2009/1,2,0,0,0,33000,100.2955988,1
46.96,-101.03,04/2009/1,0,0,0.2,0.7,350000,71.03579628,1
48.53,-102.79,04/2009/1,4,0,0,0,190000,18.05736863,1
46.27,-98.99,04/2009/1,17,0,2.8,17.6,216000,53.73001108,1
46.61,-100.52,04/2009/1,3,0,0.8,4.9,250000,51.21944251,1
40.6205,-78.357,06/2009/20,2,0,23.1,0,300000,73.01844425,1
39.8405,-79.3467,06/2009/17,3,0,25.9,5,25000,17.32551815,1
39.8405,-79.3467,06/2009/18,3,0,7.6,25.9,0,5.211194235,1
33.2813,-101.78,04/2009/16,2,0,10.8,0,0,5.211194235,1
37.5513,-97.9623,04/2009/26,3,0,44.7,7.2,0,67.42464839,1
39.0616,-87.5837,04/2009/5,10,0,58,0,0,23.82625681,1
40.16,-75.5,05/2009/7,51,0,10.4,4.5,0,5.34168283,1
43.84,-69.6403,04/2009/6,23,0,24.8,1.2,0,20.34174722,1
43.255,-71.3747,04/2009/4,28,0,4.6,11.6,49000,26.52155078,1
43.2462,-71.3666,04/2009/6,97,0,44,0.1,0,17.72398,1
31.426,-89.645,04/2009/12,6,0,14.9,0.1,0,17.00938905,1
41.02,-89.4384,05/2009/13,10,0,35.8,0,20000,28.02575154,1
36.5439,-99.749,04/2009/26,3,0,17.6,8.5,0,52.73333637,1
44.7709,-69.7108,04/2009/7,646,0,30.1,14.8,0,16.38005146,1
44.1647,-98.1,04/2009/1,1,0,1.2,39.7,0,1.177233766,1
31.35,-88.95,04/2009/13,88,0,45.8,15,0,47.2382061,1
31.386,-90.611,04/2009/12,1,0,15.9,0,15000,55.45859775,1
39.4553,-85.7556,05/2009/25,28,0,15.6,4.8,100000,101.6837193,1
37.56,-96.6412,04/2009/26,3,0,41,4.7,0,36.46341601,1
66.6496,-143.7479,05/2009/6,1,-1,1.4,4,1000000,31.74741086,1
36.6315,-90.8446,05/2009/8,2,0,9.7,0.2,715000,504.1628592,1
29.57,-97.15,04/2009/17,17,0,18.4,2.5,150000,56.4794361,1
35.6848,-90.5969,04/2009/28,2,0,48.1,12.6,0,55.79126559,1
35.9036,-90.6867,04/2009/28,13,0,27.7,11.5,0,19.23311205,1
35.82,-90.43,04/2009/28,7,0,43.6,12.5,0,42.19310268,1
30.51,-99.85,04/2009/27,9,0,23.9,5.2,0,39.6921034,1
31.45,-100.45,04/2009/27,830,0,14.7,7.4,0,82.72570576,1
29.6913,-97.0961,04/2009/17,53,0,45.9,6.7,0,5.005069721,1
35.6544,-90.6825,04/2009/28,4,0,51.2,13.4,0,43.15666526,1
35.824,-90.6997,04/2009/30,128,0,31.8,10.6,0,14.48413001,1
33.8025,-97.7464,04/2009/29,11,0,71.8,1.8,0,33.39944851,1
33.8966,-96.5945,04/2009/29,0,0,91.2,0.3,0,12.08538582,1
31.0883,-89.4081,04/2009/12,1,0,13.7,0.4,50000,8.416647079,1
33.8738,-97.4542,04/2009/29,0,0,68.3,1.8,10000,18.46885331,1
33.8738,-97.4542,04/2009/29,0,0,68.3,1.8,2500000,18.54044819,1
46.54,-97.25,06/2009/17,1,0,16,21.7,0,18.54044819,1
46.73,-96.96,06/2009/17,1,0,4.9,5.9,55000,58.72379926,1
46.47,-96.7,06/2009/18,7,0,3.6,5.9,7000,69.56546748,1
31.6969,-96.5012,04/2009/28,8,0,19.3,40.5,55000,49.74497133,1
30.8657,-96.5921,04/2009/28,129,0,126.6,25.7,0,34.05414614,1
33.8738,-97.4542,04/2009/29,0,0,68.3,1.8,0,21.59949954,1
33.4452,-96.3367,04/2009/29,19,0,41.8,0.7,20000,18.54044819,1
33.9046,-97.4632,04/2009/29,0,0,68.3,1.8,0,21.76833174,1
33.7129,-97.4927,04/2009/29,3,0,68.3,1.8,0,17.89984469,1
38.1378,-88.6679,05/2009/8,4,0,92.2,0,10000,23.88747037,1
36.8851,-87.5349,05/2009/8,11,0,10.4,0,10000,28.61500197,1
36.9032,-88.7791,05/2009/9,16,0,3.4,19.9,0,49.5984685,1
30.9,-94.82,05/2009/3,6,0,12,2.3,75000,42.99472414,1
30.8165,-94.753,05/2009/3,6,0,13.5,1.7,1000,35.11298187,1
30.86,-95.05,05/2009/3,3,0,19.8,1.2,1000,32.37252841,1
31.07,-96.4764,04/2009/28,6,0,143.3,30.2,1000,25.48962491,1
32.3336,-96.3913,04/2009/28,0,0,3.2,10.4,10000,14.88816283,1
33.8966,-96.594,04/2009/29,0,0,91.2,0.3,750000,25.74985021,1
33.8966,-96.594,04/2009/29,0,0,91.2,0.3,0,8.406124047,1
36.9532,-87.882,05/2009/8,6,0,16.8,0,2250000,8.406124047,1
31.3078,-96.895,04/2009/18,32,0,9.1,26,0,30.78536201,1
31.6943,-96.5005,04/2009/18,20,0,32.5,28.5,10000,18.67077411,1
37.8895,-87.2987,05/2009/9,5,0,0,23.3,20000,34.332561,1
38.1518,-89.5001,05/2009/8,6,0,77.5,0,20000,66.78194518,1
36.7092,-90.3502,05/2009/8,2,0,5.9,0.1,0,33.75970888,1
38.5302,-87.7996,05/2009/27,5,0,6.1,1.8,0,25.49760941,1
37.9436,-87.4201,05/2009/9,23,0,0,23.3,0,19.19164765,1
37.2089,-89.4637,05/2009/2,11,0,8.2,16.9,10000,55.63194724,1
37.4477,-97.7907,04/2009/26,5,0,63.4,9.3,30000,52.3381221,1
37.54,-87.26,05/2009/8,15,0,8.6,0.3,0,30.73674811,1
37.3019,-87.1024,05/2009/8,1,0,11.4,0.5,0,54.91585061,1
36.8148,-88.2724,05/2009/8,3,0,16.1,0.2,8000,25.39270775,1
30.4302,-99.6819,04/2009/27,338,0,23.9,5.2,150000,21.74071716,1
30.5,-99.77,04/2009/27,572,0,23.9,5.2,0,83.67908162,1
31.1225,-99.4308,04/2009/27,5,0,18.4,5.4,0,79.89575237,1
29.5237,-95.1946,04/2009/18,398,0,9.8,4.8,0,4.546624395,1
37.1373,-89.0964,05/2009/5,1,0,2.3,1.6,4000000,44.53344495,1
33.65,-97.38,04/2009/29,20,0,68.3,1.8,20000,55.63221349,1
29.5766,-97.7176,04/2009/18,1,0,18.6,29,0,20.40329252,1
29.1,-97.28,04/2009/18,138,0,27.6,34.7,0,56.95833616,1
30.2815,-98.4143,04/2009/27,223,0,31.2,3.1,0,41.92279373,1
29.67,-97.97,04/2009/27,34,0,13.9,1.5,0,31.77749709,1
31.2228,-96.6007,04/2009/28,7,0,143.3,30.2,0,31.53928638,1
35.6668,-91.1632,04/2009/28,17,0,43.8,17.7,1000000,13.34492496,1
37.27,-86.98,05/2009/9,3,0,5.6,11.4,5000,46.81297964,1
65.087,-147.7284,04/2009/30,9,-1,0,0.1,10000,21.60072719,1
65.1652,-147.3253,04/2009/30,2,-1,0,0.1,0,609.8576361,1
36.8708,-89.5684,05/2009/1,54,0,23.5,43.7,0,592.5801606,1
31.6863,-96.369,04/2009/28,7,0,40.9,34.7,0,57.41017282,1
31.8017,-96.4902,04/2009/28,2,0,19.3,40.5,0,33.57908528,1
31.8344,-96.8067,04/2009/28,28,0,8.3,38.2,1500000,25.89989799,1
35.4533,-92.0103,04/2009/28,5,0,29,21.4,0,16.68860661,1
35.756,-91.6054,04/2009/28,30,0,32.9,19.7,5000,7.644313012,1
34.94,-91.98,04/2009/28,93,0,14.7,6.2,75000,43.7172694,1
41.45,-93.71,06/2009/19,5,0,21.1,7.2,55000,38.9438615,1
37.7615,-89.3676,05/2009/3,7,0,7.9,8.2,2000,59.34705848,1
38.08,-88.17,05/2009/9,104,0,0,45.9,0,7.750056114,1
38.4228,-87.7432,05/2009/3,16,0,3.8,4,3000,46.3543594,1
36.8977,-90.0518,05/2009/1,3,0,14.9,15.7,30000,7.66317812,1
31.1385,-98.1999,04/2009/27,4,0,27.1,5.8,100000,16.49717613,1
31.0922,-97.7202,04/2009/27,728,0,23.5,3.2,50000,47.09469876,1
31.5663,-97.9692,04/2009/27,3,0,17.3,4,0,19.42690212,1
48.89,-98.16,06/2009/18,1,0,2.7,6.1,3000,65.93654274,1
39.11,-95.08,04/2009/25,175,0,13.5,0,35000,100.7038706,1
38.4213,-89.0826,05/2009/8,11,0,19.8,0,0,27.19404699,1
39.25,-94.89,04/2009/26,222,0,14.4,12.7,0,43.43479563,1
39.06,-95.15,04/2009/26,10,0,29.9,13.5,0,13.46604765,1
29.2629,-97.7572,04/2009/18,40,0,32.6,30.8,0,22.18884821,1
30.21,-96.96,04/2009/18,3,0,33,56.1,0,53.33315385,1
37.3221,-89.5053,05/2009/1,36,0,16.9,38.8,0,32.49556315,1
33.8966,-96.5945,04/2009/29,0,0,91.2,0.3,20000,42.09518836,1
33.467,-94.0313,05/2009/2,75,0,20.4,6.5,0,8.416647079,1
29.097,-97.2918,04/2009/27,88,0,13.1,1.2,0,21.56994257,1
30.0014,-98.8825,04/2009/27,2,0,35.2,3.3,0,41.90988361,1
33.7129,-97.4927,04/2009/29,3,0,68.3,1.8,0,51.42876905,1
38.0315,-88.0264,05/2009/4,7,0,3.9,10.7,2500000,23.88747037,1
38.4994,-87.5075,05/2009/2,4,0,1.8,12.1,20000,42.4816029,1
38.0067,-87.5882,05/2009/8,61,0,27.9,0.2,60000,28.09415862,1
38.9625,-95.2214,05/2009/15,466,0,12.3,0.5,15000,42.41631796,1
64.646,-165.3072,05/2009/4,1,-1,0,0,0,10.68123756,1
34.5613,-90.6097,05/2009/2,1,0,25.1,8.7,2000,1015.845404,1
34.3117,-93.8459,05/2009/12,4,0,5.4,13.7,500000,18.07193187,1
35.8761,-91.214,05/2009/1,7,0,20.5,22.5,50000,21.60768644,1
38.5261,-87.2843,05/2009/2,9,0,2,12.6,500000,55.58056111,1
32.358,-93.7079,05/2009/3,21,0,25.7,8.5,2000,19.78347474,1
36.563,-87.3475,05/2009/9,10,0,34.3,13.8,0,19.49077076,1
37.109,-80.5883,05/2009/28,35,0,12.5,15.4,300000,63.9830975,1
37.2525,-80.7634,05/2009/29,8,0,1.3,3.9,2000,3.914593953,1
33.8944,-88.1493,05/2009/6,12,0,39.5,0,3000,25.30145687,1
34.7869,-92.2735,05/2009/2,224,0,80.5,7.5,10000,31.58850355,1
34.8193,-92.2682,05/2009/2,168,0,80.5,7.5,0,21.18497767,1
34.1676,-93.149,05/2009/2,1,0,64.3,1.4,0,20.48187015,1
31.3132,-89.3242,05/2009/16,423,0,14.1,11,0,6.451896114,1
32.1005,-111.3442,06/2009/30,21,0,0,0,2000,27.31717307,1
39.3158,-86.7309,05/2009/1,12,0,13.1,40.1,50000,136.9904648,1
38.5261,-87.2843,05/2009/2,9,0,2,12.6,500,24.70428757,1
65.18,-152.0123,05/2009/12,2,-1,0.1,1.1,2000,19.78347474,1
36.212,-86.3191,05/2009/9,70,0,32.7,10.6,5900000,810.1428616,1
36.7372,-86.5484,05/2009/9,24,0,36.4,12.3,100000,27.55751884,1
36.7414,-86.5537,05/2009/9,9,0,36.4,12.3,0,41.70839338,1
38.0614,-84.7463,05/2009/25,45,0,20,7.7,0,41.94633908,1
37.4666,-86.6905,05/2009/27,3,0,7.5,1.7,0,31.03735333,1
35.13,-90.92,05/2009/6,4,0,47.5,1.5,0,23.79997957,1
38.52,-87.52,05/2009/2,3,0,1.5,3.4,25000,49.10811963,1
37.9009,-94.595,05/2009/8,5,0,57.6,0.1,5000,28.57379624,1
39.0616,-87.5837,05/2009/1,10,0,7.9,55.4,0,49.0661685,1
62.654,-160.2289,05/2009/16,0,-1,0,0,10000,5.34168283,1
35.8803,-91.2744,05/2009/1,1,0,20.5,22.5,2000,683.4503361,1
35.6233,-91.3149,05/2009/1,46,0,8.3,9.7,1000000,52.56603393,1
31.71,-98.99,05/2009/8,170,0,0,0.6,200000,58.8200841,1
39.6565,-87.3985,05/2009/1,10,0,5,21.3,0,14.3883668,1
33.42,-88.64,05/2009/16,4,0,8.8,11.8,1000,29.17677645,1
36.4854,-86.6421,05/2009/9,26,0,43.6,13.6,1000,17.93341223,1
36.3358,-86.6985,05/2009/9,123,0,39.2,12.4,200000,21.569623,1
36.5153,-86.0226,05/2009/9,12,0,48.5,8.5,100000,6.037252742,1
41.8628,-92.2983,06/2009/19,14,0,34.7,10.7,10000,42.98460422,1
44.1647,-98.1,05/2009/1,1,0,0,3.8,500000,60.5918347,1
43.827,-98.0814,05/2009/1,1,0,0,1,0,47.2382061,1
43.7345,-97.95,05/2009/1,17,0,0,1,0,10.2790918,1
38.6821,-87.5435,05/2009/1,9,0,3.4,21.5,0,6.315654295,1
39.1374,-87.665,05/2009/1,2,0,5.5,38.1,2000,40.34920434,1
39.0574,-86.9769,05/2009/1,6,0,8.7,40.2,10000,15.82962956,1
35.8441,-90.7185,05/2009/24,21,0,39.9,4,2000,21.30160901,1
34.2346,-93.1558,05/2009/12,0,0,4,10.1,50000,35.77215926,1
29.2007,-102.9741,05/2009/9,4,0,0.1,0,50000,4.654095606,1
38.1313,-92.0998,05/2009/8,3,0,166.9,1.1,0,188.4117037,1
39.4667,-87.4177,05/2009/1,156,0,9.1,45.2,25000,46.84275145,1
38.4982,-87.7018,05/2009/3,10,0,3.8,4,2000,33.25090032,1
34.0232,-93.7972,05/2009/12,2,0,2.4,13.3,5000,16.78728979,1
43.4814,-97.8846,05/2009/1,2,0,0.1,0.8,5000,15.90147904,1
36.899,-95.1,05/2009/1,1,0,13,5.6,0,31.29513144,1
35.1967,-94.6565,05/2009/5,11,0,40.1,0.4,0,47.97280453,1
37.7664,-91.6534,05/2009/8,2,0,70.7,1.8,0,19.99390647,1
36.5141,-91.5299,05/2009/8,14,0,6.4,0.8,0,41.77538443,1
37.2872,-93.5046,05/2009/23,0,0,16.4,0,0,23.32762007,1
33.0537,-91.8814,05/2009/11,2,0,19.1,26.9,0,24.4310048,1
35.42,-92.72,05/2009/1,1,0,9.8,20.2,10000,26.46696173,1
30.904,-102.8787,05/2009/30,442,0,0.3,0.4,0,23.72218874,1
40.1542,-87.444,05/2009/1,18,0,2.4,16.8,5000,148.4131858,1
39.731,-87.389,05/2009/1,20,0,5,21.3,1000,57.95333122,1
